sentence,manual annotation,predicted annotation
මෙය හැකි ඉක්මනින් කළ යුතුය .,"[ මෙය ARG1 , හැකි ARGM-TMP , ඉක්මනින් ARGM-TMP , කළ do.02 , යුතුය ARGM-MOD , . O ]","[ මෙය ARG1 , හැකි ARGM-MOD , ඉක්මනින් ARGM-MNR , කළ do.02 , යුතුය ARGM-MOD , . O ]"
සාකච්ඡාව වලක්වන සම්මුතීන් අපට තිබිය නොහැක .,"[ සාකච්ඡාව ARG1 , වලක්වන prevent.01 , සම්මුතීන් ARG0 , අපට O , තිබිය O , නොහැක O , . O ] , [ සාකච්ඡාව ARG1 , වලක්වන ARG1 , සම්මුතීන් ARG1 , අපට ARG0 , තිබිය have.03 , නොහැක O , . O ]","[ සාකච්ඡාව ARG1 , වලක්වන ARG1 , සම්මුතීන් O , අපට ARG0 , තිබිය have.03 , නොහැක O , . O ]"
ඔවුන් තීරණ ගන්නේ නැහැ .,"[ ඔවුන් ARG0 , තීරණ ARG1 , ගන්නේ do.01 , නැහැ ARGM-NEG , . O ]","[ ඔවුන් O , තීරණ O , ගන්නේ do.01 , නැහැ O , . O ]"
මෙම අවස්ථාවන් සක්‍රීයව භාවිතා කරමු .,"[ මෙම ARG1 , අවස්ථාවන් ARG1 , සක්‍රීයව ARGM-MNR , භාවිතා use.01 , කරමු use.01 , . O ]","[ මෙම ARG1 , අවස්ථාවන් ARG1 , සක්\u200dරීයව ARGM-MNR , භාවිතා use.01 , කරමු use.01 , . O ]"
එහෙත් අපි අමතර වටිනාකමක් ලබා දී නැත .,"[ එහෙත් ARGM-DIS , අපි ARG0 , අමතර ARG1 , වටිනාකමක් ARG1 , ලබා provide.01 , දී provide.01 , නැත ARG1 , . O ]",[ ]
අපි දැන් රැස්වීම අත්හිටුවන්නෙමු .,"[ අපි ARG0 , දැන් ARGM-TMP , රැස්වීම ARG1 , අත්හිටුවන්නෙමු suspend.01 , . O ]","[ අපි ARG0 , දැන් ARGM-TMP , රැස්වීම ARG1 , අත්හිටුවන්නෙමු suspend.01 , . O ]"
එය ඡන්දය ප්‍රකාශ කිරීමේ කාලය අවසන් කරයි .,"[ එය ARG0 , ඡන්දය ARG1 , ප්‍රකාශ ARG1 , කිරීමේ ARG1 , කාලය ARG1 , අවසන් conclude.01 , කරයි conclude.01 , . O ]","[ එය ARG1 , ඡන්දය vote.01 , ප්\u200dරකාශ O , කිරීමේ O , කාලය O , අවසන් O , කරයි O , . O ], [ එය ARG1 , ඡන්දය O , ප්\u200dරකාශ O , කිරීමේ ARG1 , කාලය ARG1 , අවසන් conclude.01 , කරයි conclude.01 , . O ]"
මම මෙයින් නිගමන දෙකක් උකහා ගනිමි .,"[ මම ARG0 , මෙයින් ARG2 , නිගමන ARG1 , දෙකක් ARG1 , උකහා draw.02 , ගනිමි draw.02 , . O ]","[ මම ARG0 , මෙයින් ARG1 , නිගමන ARG1 , දෙකක් ARG1 , උකහා O , ගනිමි find.02 , . O ]"
මෙය කඩිනමින් කළ යුතුය .,"[ මෙය ARG0 , කඩිනමින් ARG1 , කළ O , යුතුය need.01 , . O ]",[ ]
වෙනත් මාර්ගයක් නැත .,"[ වෙනත් ARG1 , මාර්ගයක් ARG1 , නැත ARG1 , . O  ]",[ ]
එය ලබා දෙනවා හේතු ඉමහත් කනස්සල්ලට .,"[ එය ARG0 , ලබා give.01 , දෙනවා give.01 , හේතු ARG1 , ඉමහත් ARG1 , කනස්සල්ලට ARG1 , . O ]","[ එය ARG1 , ලබා give.01 , දෙනවා give.01 , හේතු ARG1 , ඉමහත් ARG1 , කනස්සල්ලට ARG1 , . O ]"
යුරෝපයෙන් පිටත ද ඊශ්‍රායෙලයට බලවත් සගයන් ඇත . ,"[ යුරෝපයෙන් ARGM-LOC , පිටත ARGM-LOC , ද ARGM-ADV , ඊශ්‍රායෙලයට ARG0 , බලවත් ARG1 , සගයන් ARG1 , ඇත have.03 , . O ]","[ යුරෝපයෙන් ARGM-ADV , පිටත ARGM-ADV , ද ARGM-ADV , ඊශ්\u200dරායෙලයට ARG0 , බලවත් ARG0 , සගයන් ARG0 , ඇත have.03 , . O ]"
"වාසනාවකට මෙන් , සෑම දෙයක්ම තිබේ .","[ වාසනාවකට ARGM-ADV , මෙන් ARGM-ADV , , O , සෑම O , දෙයක්ම ARG1 , තිබේ be.01 , . O ]","[ වාසනාවකට ARGM-ADV , මෙන් O , , O , සෑම ARG0 , දෙයක්ම ARG1 , තිබේ have.03 , . O ]"
කාල සීමාවක් නොමැත .,"[ කාල ARG1 , සීමාවක් ARG1 , නොමැත ARG1 , . O]",[ ]
ඇත්තටම කළ යුතු දේ ඔබ දන්නවා .,"[ ඇත්තටම ARGM-ADV , කළ do.01 , යුතු ARGM-MOD , දේ ARG1 , ඔබ O , දන්නවා O , . O ] , [ ඇත්තටම ARG1 , කළ ARG1 , යුතු ARG1 , දේ ARG1 , ඔබ ARG0 , දන්නවා know.01 , . O ]","[ ඇත්තටම ARGM-ADV , කළ do.02 , යුතු O , දේ O , ඔබ O , දන්නවා O , . O ], [ ඇත්තටම ARGM-ADV , කළ O , යුතු O , දේ ARG1 , ඔබ ARG1 , දන්නවා know.01 , . O ]"
ගැටලුව පවතින්නේ මෙහිදීය .,"[ ගැටලුව ARG1 , පවතින්නේ ARG2 , මෙහිදීය ARG2 , . O ] , [ ගැටලුව ARG1 , පවතින්නේ lie.07 , මෙහිදීය O , . O ]","[ ගැටලුව ARG1 , පවතින්නේ lie.07 , මෙහිදීය O , . O ]"
ආර්ථික මන්දගාමිත්වය විශේෂයෙන් දැඩි ය .,"[ ආර්ථික ARG1 , මන්දගාමිත්වය ARG1 , විශේෂයෙන් ARG2 , දැඩි ARG2 , ය be.01 , . O ]","[ ආර්ථික ARG1 , මන්දගාමිත්වය ARG1 , විශේෂයෙන් ARGM-ADV , දැඩි O , ය be.01 , . O ]"
එය ප්‍රබන්ධයක්ද ? ,"[ එය ARG1 , ප්‍රබන්ධයක්ද ARG2 , ? O ]",[ ]
ප්‍රතිඑල ගැන අපට ආඩම්බර විය හැකිය .,"[ ප්‍රතිඑල ARG2 , ගැන ARG2 , අපට ARG1 , ආඩම්බර ARG2 , විය be.01 , හැකිය ARGM-MOD , . O ]","[ ප්\u200dරතිඑල ARG1 , ගැන ARG2 , අපට ARG2 , ආඩම්බර ARG2 , විය be.01 , හැකිය ARGM-MOD , . O ]"
අපට සිවිල් සංවාදයක් තිබුණේ නම් පමණි .,"[ අපට ARG0 , සිවිල් ARG1 , සංවාදයක් ARG1 , තිබුණේ have.03 , නම් O , පමණි O , . O ]","[ අපට ARG0 , සිවිල් ARG1 , සංවාදයක් ARG1 , තිබුණේ have.03 , නම් O , පමණි ARGM-ADV , . O ]"
එක්සත් ජාතීන්ගේ ආරක්ෂක මණ්ඩලය විසින් යෝජනාවක් සම්මත කර ගෙන තිබෙයි .,"[ එක්සත් ARG0 , ජාතීන්ගේ ARG0 , ආරක්ෂක ARG0 , මණ්ඩලය ARG0 , විසින් ARG0 , යෝජනාවක් ARG1 , සම්මත adopt.01 , කර adopt.01 , ගෙන adopt.01 , තිබෙයි adopt.01 , . O ]","[ එක්සත් ARG0 , ජාතීන්ගේ ARG0 , ආරක්ෂක ARG0 , මණ්ඩලය ARG0 , විසින් ARG0 , යෝජනාවක් ARG1 , සම්මත adopt.01 , කර adopt.01 , ගෙන adopt.01 , තිබෙයි adopt.01 , . O ]"
අප ජීවත් වන්නේ නව යුගයක ය .,"[ අප ARG0 , ජීවත් live.01 , වන්නේ live.01 , නව ARGM-TMP , යුගයක ARGM-TMP , ය O , . O ] , [ අප O , ජීවත් O , වන්නේ O , නව O , යුගයක O , ය be.03 , . O ]","[ අප ARG0 , ජීවත් live.01 , වන්නේ live.01 , නව O , යුගයක O , ය O , . O ], [ අප ARG0 , ජීවත් O , වන්නේ O , නව O , යුගයක O , ය be.01 , . O ]"
සංගමය මෙහි වැරදි ප්‍රමුඛතා තෝරා ගනී .,"[ සංගමය ARG0 , මෙහි ARGM-LOC , වැරදි ARG1 , ප්‍රමුඛතා ARG1 , තෝරා choose.01 , ගනී choose.01 , . O ]","[ සංගමය ARG0 , මෙහි ARGM-LOC , වැරදි ARG1 , ප්\u200dරමුඛතා ARG1 , තෝරා O , ගනී take.01 , . O ]"
ඔහුගේ රජය බරපතල මූල්‍ය අර්බුදයක සිටී .,"[ ඔහුගේ ARG1 , රජය ARG1 , බරපතල ARG2 , මූල්‍ය ARG2 , අර්බුදයක ARG2 , සිටී be.01 , . O ]","[ ඔහුගේ ARG1 , රජය ARG1 , බරපතල ARG2 , මූල්\u200dය ARG2 , අර්බුදයක ARG2 , සිටී be.01 , . O ]"
මෙයින් අදහස් කරන්නේ ප්‍රතිවිරුද්ධ ආස්ථානයක් ගැනීම නොවේ .,"[ මෙයින් ARG0 , අදහස් mean.01 , කරන්නේ mean.01 , ප්‍රතිවිරුද්ධ ARG1 , ආස්ථානයක් ARG1 , ගැනීම ARG1 , නොවේ ARGM-NEG , . O ] , [ මෙයින් O , අදහස් O , කරන්නේ O , ප්‍රතිවිරුද්ධ ARG0 , ආස්ථානයක් ARG1 , ගැනීම adopting.01 , නොවේ O , . O ]","[ මෙයින් ARG0 , අදහස් mean.01 , කරන්නේ mean.01 , ප්\u200dරතිවිරුද්ධ ARG1 , ආස්ථානයක් ARG1 , ගැනීම O , නොවේ O , . O ]"
එය තේරුම්ගත හැකි ය .,"[ එය ARG1 , තේරුම්ගත ARG2 , හැකි ARG2 , ය be.01 , . O ]","[ එය ARG1 , තේරුම්ගත ARG2 , හැකි ARG2 , ය be.01 , . O ]"
ඒ නිසා මම පක්ෂව ඡන්දය දුන්නා .,"[ ඒ ARGM-DIS , නිසා ARGM-DIS , මම ARG0 , පක්ෂව ARG1 , ඡන්දය vote.01 , දුන්නා vote.01 , . O ]","[ ඒ O , නිසා ARGM-CAU , මම ARG0 , පක්ෂව ARG1 , ඡන්දය O , දුන්නා vote.01 , . O ]"
යුරෝපා සංගමය සඳහා වන්නේ එයයි .,"[ යුරෝපා ARG2 , සංගමය ARG2 , සඳහා ARG2 , වන්නේ ARG2 , එයයි ARG1 , . O ]","[ යුරෝපා ARG1 , සංගමය ARG1 , සඳහා ARG1 , වන්නේ be.01 , එයයි O , . O ]"
"කොමසාරිස් , මම ඔබගේ පිළිතුර බෙහෙවින් අගය කරමි .","[ කොමසාරිස් ARGM-DIS , , O , මම ARG0 , ඔබගේ ARG1 , පිළිතුර ARG1 , බෙහෙවින් ARGM-ADV , අගය appreciate.02 , කරමි appreciate.02 , . O ]","[ කොමසාරිස් ARGM-DIS , , O , මම ARG0 , ඔබගේ ARG1 , පිළිතුර ARG1 , බෙහෙවින් O , අගය appreciate.02 , කරමි appreciate.02 , . O ]"
සැබෑ නිෂ්පාදකයාගේ මිල භයානක ලෙස පහත වැටේ .,"[ සැබෑ ARG1 , නිෂ්පාදකයාගේ ARG1 , මිල ARG1 , භයානක ARGM-MNR , ලෙස ARGM-MNR , පහත fall.01 , වැටේ fall.01 , . O ]","[ සැබෑ ARG1 , නිෂ්පාදකයාගේ ARG1 , මිල ARG1 , භයානක ARG1 , ලෙස O , පහත fall.01 , වැටේ fall.01 , . O ]"
මේවා ප්‍රධාන ප්‍රතිසංස්කරණ . ,"[ මේවා ARG1 , ප්‍රධාන ARG2 , ප්‍රතිසංස්කරණ ARG2 , . O  ]",[ ]
එය කටුක පාඩමක් විය .,"[ එය ARG1 , කටුක ARG2 , පාඩමක් ARG2 , විය be.01 , . O ]","[ එය ARG1 , කටුක ARG1 , පාඩමක් ARG1 , විය be.01 , . O ]"
ඔවුන් හමාස් පක්ෂයට ඡන්දය දෙන්නේ ඇයි ?,"[ ඔවුන් ARG0 , හමාස් ARG1 , පක්ෂයට ARG1 , ඡන්දය vote.01 , දෙන්නේ vote.01 , ඇයි ARGM-CAU , ? O ]","[ ඔවුන් ARG0 , හමාස් ARG1 , පක්ෂයට O , ඡන්දය vote.01 , දෙන්නේ O , ඇයි ARGM-CAU , ? O , . O ]"
ඒවා පදනම් වී ඇත්තේ එකම මූලධර්ම මත ය .,"[ ඒවා ARG1 , පදනම් base.02 , වී base.02 , ඇත්තේ O , එකම ARG2 , මූලධර්ම ARG2 , මත O , ය O , . O ] , [ ඒවා O , පදනම් O , වී O , ඇත්තේ O , එකම O , මූලධර්ම O , මත O , ය be.03 , . O ]","[ ඒවා ARG1 , පදනම් base.02 , වී base.02 , ඇත්තේ O , එකම ARG2 , මූලධර්ම ARG2 , මත ARG2 , ය O , . O ], [ ඒවා ARG1 , පදනම් O , වී O , ඇත්තේ O , එකම ARG2 , මූලධර්ම ARG2 , මත ARG2 , ය be.01 , . O ]"
පැහැරගැනීම් දිගටම . ,"[ පැහැරගැනීම් ARG1 , දිගටම continue.01 , . O ]","[ පැහැරගැනීම් ARG1 , දිගටම continue.01 , . O ]"
"කෙසේ වෙතත් , මට වෙන්කිරීම් කිහිපයක් තිබේ .","[ කෙසේ ARGM-DIS , වෙතත් ARGM-DIS , , O , මට ARG0 , වෙන්කිරීම් ARG1 , කිහිපයක් ARG1 , තිබේ have.03 , . O ]","[ කෙසේ ARGM-DIS , වෙතත් O , , O , මට ARG0 , වෙන්කිරීම් ARG1 , කිහිපයක් ARG1 , තිබේ have.03 , . O ]"
ඔවුන් මිනිසුන්ගේ මානසිකත්වයට හා අපේක්ෂාවන්ට ගැලපේ . ,"[ ඔවුන් ARG0 , මිනිසුන්ගේ ARG1 , මානසිකත්වයට ARG1 , හා ARG1 , අපේක්ෂාවන්ට ARG1 , ගැලපේ match.01 , . O ]","[ ඔවුන් ARG0 , මිනිසුන්ගේ ARG1 , මානසිකත්වයට ARG1 , හා ARG1 , අපේක්ෂාවන්ට O , ගැලපේ match.01 , . O ]"
රුමේනියාවේ ඊසානදිග කොටස දැඩි ලෙස පීඩාවට පත් විය .,"[ රුමේනියාවේ ARG1 , ඊසානදිග ARG1 , කොටස ARG1 , දැඩි ARGM-MNR , ලෙස ARGM-MNR , පීඩාවට affect.01 , පත් affect.01 , විය affect.01 , . O ]","[ රුමේනියාවේ ARG1 , ඊසානදිග ARG1 , කොටස ARG1 , දැඩි O , ලෙස O , පීඩාවට suffer.01 , පත් O , විය O , . O ], [ රුමේනියාවේ ARG1 , ඊසානදිග ARG1 , කොටස ARG1 , දැඩි O , ලෙස O , පීඩාවට ARG2 , පත් O , විය be.01 , . O ]"
